datetime,slackbus_voltage,demand_mainbus,demand_broad,demand_schlinger,demand_resnick,demand_beckman,demand_braun,rtp,temp,feelslike,humidity,windspeed,solarradiation
2025-01-05T12,"[1196.56, -735.03, -1216.99, -688.66, 20.43, 1423.68]","[329698.66, 169875.64, 327848.56, 163145.39, 344074.53, 172747.56]","[-127065.91, -63975.79, -121800.04, -63985.28]","[-100477.9, -28437.46, -104774.54, -25129.47, -108614.66, -32173.49]","[-8675.22, 3004.84, -6997.82, 2239.99, -7442.3, 4118.23]","[-64501.77, -44780.01, -65737.02, -41195.38, -70026.88, -45938.59]","[-28366.53, -34987.12, -27924.76, -34371.62, -29333.3, -35618.29]",4.29531e-05,77.5,77.5,67.91,15.1,188
2025-01-05T13,"[1195.47, -729.73, -1211.58, -691.58, 16.11, 1421.31]","[327060.22, 168133.72, 324345.16, 167310.55, 336338.66, 173300.94]","[-123764.54, -63150.28, -121036.9, -65260.9, -124274.59, -64843.12]","[-100190.47, -26624.21, -103045.13, -31361.55]","[-8617.56, 3037.5, -6935.21, 2271.78, -7391.34, 4165.63]","[-65948.29, -45186.57, -65622.8, -41950.61, -70549.23, -45218.21]","[-27923.42, -35504.75, -27465.49, -33182.7, -30430.95, -35302.23]",3.53605e-05,77.6,77.6,66.05,19.0,440
2025-01-05T14,"[1212.17, -741.25, -1229.44, -698.02, 17.27, 1439.27]","[321888.25, 175528.9, 321227.94, 166676.05, 337890.16, 178717.72]","[-119460.64, -62277.77, -116499.16, -63624.79, -119957.53, -63361.05]","[-100841.52, -29994.4, -106717.97, -25388.11, -110783.16, -34598.75]","[-8802.19, 2906.1, -6930.86, 1946.77, -7297.39, 4073.56]","[-63823.11, -47826.09, -62843.04, -43462.88, -68727.93, -46758.03]","[-28347.65, -37634.56, -27635.07, -35457.82, -30452.88, -37304.69]",3.861099999999999e-05,79.3,79.3,61.46,24.6,245
2025-01-05T15,"[1210.51, -739.98, -1227.68, -698.77, 17.18, 1438.75]","[323128.8, 173449.19, 338123.53, 179423.61]","[-121846.8, -63776.52, -119186.85, -64746.66, -123158.8, -64966.37]","[-100384.73, -27687.36, -103237.66, -28588.11, -104155.8, -32324.63]","[-8351.22, 2902.58, -6657.15, 2085.25, -7058.13, 4004.24]","[-67459.45, -50146.16, -65578.22, -45843.29, -72118.52, -48431.73]","[-29169.85, -37700.63, -27853.16, -35651.2, -30971.38, -36948.26]",5.197755e-05,76.6,76.6,69.66,20.0,36
2025-01-05T16,"[1201.04, -735.49, -1214.94, -690.86, 13.9, 1426.35]","[329890.06, 171308.84, 324746.16, 165191.95, 341439.66, 173803.36]","[-125706.26, -63606.77, -121047.79, -63403.1, -126869.22, -63212.06]","[-101351.91, -27024.05, -104050.33, -28723.26, -104268.7, -32532.69]","[-8863.36, 3505.58, -7936.05, 2454.24, -7803.67, 3783.36]","[-65449.2, -47829.31, -64061.93, -41701.86]","[-27898.79, -35643.63, -27041.35, -33120.84, -30142.99, -35157.01]",3.5033430000000005e-05,67.2,67.2,91.33,9.6,13
2025-01-05T17,"[1196.92, -736.29, -1216.49, -686.47, 19.57, 1422.75]","[325774.9, 173200.75, 320837.7, 163606.73, 340092.44, 172807.05]","[-121028.02, -62227.29, -118615.23, -62020.13, -123118.12, -63226.82]","[-102343.52, -28358.13, -107592.09, -25483.45]","[-10100.95, 1579.99, -5475.96, 487.76, -7100.61, 5035.27]","[-61647.85, -47399.01, -60201.12, -40714.71, -68224.19, -44811.45]","[-30024.59, -36074.87, -28353.78, -35189.63, -30512.12, -35588.99]",1.7607999999999998e-05,62.9,62.9,64.73,17.4,44
2025-01-05T18,"[1199.45, -733.69, -1217.89, -691.42, 18.44, 1425.11]","[327471.56, 172014.97, 323709.25, 166833.5, 339219.78, 173751.73]","[-122603.84, -63254.05, -120111.3, -64087.3, -124017.8, -64341.18]","[-100697.75, -26967.89, -104692.8, -27691.31, -105095.4, -32386.8]","[-10042.17, 1720.99, -5720.36, 605.18, -7169.25, 4929.25]","[-63598.82, -47161.45, -63057.75, -41199.66, -70232.32, -45534.89]","[-29902.86, -35635.5, -29519.61, -33764.79, -32044.83, -35662.08]",2.049895e-05,59.9,59.9,49.89,16.8,0
2025-01-05T19,"[1199.21, -731.17, -1212.79, -691.79, 13.58, 1422.96]","[324823.03, 171121.34, 324889.3, 161949.02, 341732.4, 175417.53]","[-121251.48, -61327.86, -119869.38, -62857.6, -122506.47, -64153.79]","[-103868.77, -29120.42, -108075.74, -26989.12, -110961.23, -33736.02]","[-8981.82, 2025.28, -5405.94, 937.31, -6499.7, 4588.18]","[-62135.83, -46532.1, -62068.9, -40341.32, -69079.67, -45429.52]","[-27963.26, -35454.05, -28861.85, -32002.55, -32002.17, -35904.03]",1.986987e-05,54.9,54.9,46.21,23.0,0
2025-01-05T20,"[1200.01, -734.66, -1213.3, -688.89, 13.29, 1423.55]","[326070.16, 169738.31, 321125.7, 165104.14, 335643.7, 173285.6]","[-122270.69, -61815.82, -119783.21, -62655.45, -123288.91, -63848.11]","[-102621.57, -27807.37, -104477.66, -28832.96, -105559.8, -32372.03]","[-8695.52, 2105.08, -5380.62, 1103.58, -6425.25, 4457.92]","[-61989.07, -46609.9, -60923.77, -41123.04, -67594.89, -45264.66]","[-29876.5, -34903.93, -29960.78, -32909.52, -32128.06, -35517.97]",2.104347e-05,51.0,51.0,45.07,24.9,0
2025-01-05T21,"[1195.18, -732.16, -1213.59, -689.53, 18.41, 1421.69]","[326990.4, 172143.03, 323829.6, 166773.73, 339715.66, 174712.14]","[-123861.41, -62925.76, -121788.73, -64679.24, -124918.85, -65003.12]","[-101604.77, -28767.38, -104374.01, -29791.17, -105293.23, -33409.41]","[-8639.54, 2422.12, -5890.23, 1535.27]","[-63513.57, -48205.36, -61228.55, -40626.45, -70761.52, -44341.12]","[-28747.62, -33952.6, -29946.18, -32522.82, -31330.8, -35601.3]",1.971351e-05,48.7,41.5,46.63,22.2,0
2025-01-05T22,"[1205.28, -741.83, -1226.88, -692.5, 21.6, 1434.33]","[321762.78, 173905.2, 319318.56, 167698.08, 334875.1, 176706.98]","[-119541.17, -62497.46, -118350.18, -62927.12, -121879.35, -64627.95]","[-102582.36, -28303.94, -105187.8, -29494.1, -105924.1, -32917.31]","[-8794.94, 2270.54, -5673.86, 1164.7, -6518.1, 4449.09]","[-60687.71, -48404.18, -60193.96, -41314.21, -68219.66, -46342.66]","[-29545.73, -36270.56, -29321.51, -34450.27, -31687.21, -36527.54]",1.672725e-05,45.8,37.6,43.23,22.8,0
2025-01-05T23,"[1209.19, -734.55, -1224.95, -702.15, 15.76, 1436.71]","[324854.84, 178834.61, 322032.16, 172114.92, 339508.47, 180033.64]","[-122473.2, -64943.66, -120436.94, -66453.04, -123959.33, -66545.45]","[-102235.26, -28900.78, -105606.35, -29774.26, -106510.4, -33619.65]","[-8740.3, 1931.24, -5989.77, 1460.01, -7206.14, 4135.36]","[-61920.03, -49901.66, -60768.41, -42410.49, -69786.73, -46892.23]","[-28866.01, -36309.66, -28635.97, -34256.09, -31385.06, -36354.92]",7.98954e-06,43.8,34.7,44.37,23.6,0
2025-01-06T0,"[1206.43, -741.16, -1228.21, -693.9, 21.78, 1435.07]","[331887.88, 179884.73, 325108.72, 172096.89, 344456.78, 177707.94]","[-126228.68, -65715.66, -122353.34, -64739.8, -128616.91, -64684.61]","[-103184.06, -29247.68, -105674.83, -30334.91, -106543.01, -33559.08]","[-10602.72, 1303.32, -5618.78, 179.26, -7394.19, 5075.6]","[-61667.96, -49441.41, -70020.59, -47251.29]","[-29570.18, -36056.9, -29331.37, -34830.47, -31218.52, -36528.63]",4.936552e-05,40.6,30.7,46.48,22.7,0
2025-01-06T1,"[1198.79, -737.99, -1219.99, -688.46, 21.21, 1426.46]","[336896.22, 177945.72, 327377.16, 168055.53, 349962.62, 173086.73]","[-128408.29, -64441.38, -123584.95, -66038.62, -128085.4, -64187.08]","[-103846.3, -31035.81, -107665.9, -26200.27, -113112.43, -33763.72]","[-10376.98, 1461.89, -5689.96, 524.61, -7488.82, 5061.97]","[-65195.89, -47701.59, -61217.88, -43186.54, -68807.52, -43943.04]","[-28414.95, -35480.09, -28612.19, -32460.37]",4.825382e-05,38.6,28.0,47.3,22.8,0
2025-01-06T3,"[1196.29, -731.23, -1212.17, -690.85, 15.88, 1422.09]","[337312.9, 178542.02, 333819.53, 177350.75, 346467.88, 183803.97]","[-125029.77, -60022.32, -121195.59, -63215.45, -123972.2, -61400.89]","[-101034.62, -26174.71, -105379.05, -29693.72, -103364.02, -33557.05]","[-10353.89, 1384.09, -5683.01, 475.92, -7513.58, 4985.02]","[-65760.95, -46857.69, -66018.73, -40429.2, -73368.88, -45916.04]","[-34441.47, -46078.66, -34858.06, -43703.7, -37514.75, -47073.85]",4.775486e-05,34.8,24.4,54.84,17.2,0
2025-01-06T4,"[1193.85, -736.32, -1221.4, -688.24, 27.55, 1424.56]","[328222.84, 172068.44, 331918.47, 163345.27, 348243.56, 176660.45]","[-125736.46, -62489.24, -123316.62, -64360.76, -126866.18, -63469.1]","[-100682.04, -29182.56, -107298.38, -26953.09, -109250.61, -34837.16]","[-10422.68, 1383.99, -5884.38, 501.08, -7644.21, 4938.4]","[-62440.61, -45442.47, -65512.82, -39003.11, -71624.13, -46307.62]","[-28321.81, -35628.93, -29285.2, -32818.14, -32159.48, -36184.5]",5.091022e-05,33.6,22.9,55.74,17.3,0
2025-01-06T5,"[1200.28, -728.84, -1217.06, -695.62, 16.71, 1424.34]","[330633.06, 167428.36, 329157.28, 168967.73, 338207.75, 173097.84]","[-127073.72, -62255.45, -122252.68, -64985.04, -125930.67, -61743.17]","[-100038.69, -26186.12, -105818.48, -28784.54, -103728.11, -33702.89]","[-10436.46, 1485.45, -5694.44, 467.03, -7430.11, 5130.12]","[-64296.59, -45456.98, -65987.84, -41854.05, -70155.32, -46678.14]","[-28173.96, -34312.5, -28777.95, -33094.33, -30310.93, -35356.37]",5.430039e-05,32.9,21.8,57.38,17.8,0
2025-01-06T6,"[1200.61, -735.35, -1219.49, -692.06, 18.88, 1427.41]","[328753.22, 167421.5, 328806.4, 166048.39, 339394.6, 174506.77]","[-121323.11, -62161.01, -126471.33, -62760.56]","[-101342.16, -26577.12, -104582.34, -29686.94, -103341.5, -32608.36]","[-8676.59, 2882.08, -6703.85, 1913.42, -7111.16, 4147.81]","[-65007.29, -46051.54, -65037.06, -41739.01, -70568.59, -45805.49]","[-29018.08, -34530.57, -30532.68, -33656.39, -31247.9, -36731.06]",5.509554e-05,31.6,19.8,60.49,18.8,0
2025-01-06T8,"[1196.75, -732.82, -1218.99, -691.96, 22.25, 1424.78]","[327761.94, 170764.06, 329658.2, 167518.6, 341823.72, 176916.25]","[-121440.2, -61982.86, -118350.92, -63798.32, -122054.55, -62454.95]","[-100350.22, -26366.29, -105907.73, -28516.2, -104497.81, -33388.49]","[-8580.78, 2992.62, -6927.87, 2185.96, -7303.35, 4103.93]","[-66673.73, -48106.3, -67641.32, -42737.41, -73916.81, -47855.6]","[-30079.42, -36571.02, -30183.91, -33912.33, -33354.71, -36523.51]",5.174284999999999e-05,31.6,18.9,58.71,22.1,22
2025-01-06T11,"[1202.8, -737.8, -1220.81, -690.74, 18.01, 1428.54]","[330738.78, 173094.4, 332561.25, 167372.95, 345215.16, 180606.45]","[-122965.89, -62236.21, -121309.92, -63855.77, -123876.59, -64831.02]","[-102114.65, -29553.51, -107646.97, -28655.73]","[-8748.84, 2489.37, -7009.87, 2209.21, -7907.56, 3862.21]","[-67265.6, -47709.1, -67529.07, -42589.57, -73488.45, -47486.72]","[-29002.21, -35350.2, -28420.62, -33742.67, -30648.47, -35408.99]",5.008235e-05,37.8,28.6,50.85,16.6,474
2025-01-06T12,"[1195.33, -737.49, -1220.27, -689.35, 24.93, 1426.83]","[331446.1, 169426.58, 326959.75, 167998.22, 341193.47, 171850.94]","[-125127.91, -62268.5, -120174.19, -63747.12, -125361.58, -61305.93]","[-102078.38, -27713.09, -104899.36, -30491.97, -104510.2, -32959.82]","[-8719.5, 2793.12, -6697.87, 1926.09, -7226.12, 4183.6]","[-64809.04, -46273.38, -65872.84, -40271.29, -72683.79, -45938.95]","[-30080.49, -35242.37, -28690.08, -34697.68, -30746.41, -35067.83]",5.527866e-05,39.4,30.2,47.92,18.1,641
2025-01-06T16,"[1199.04, -737.34, -1221.85, -690.12, 22.82, 1427.46]","[330147.28, 177980.66, 330035.84, 172108.12, 344793.94, 182307.12]","[-123212.25, -62444.75, -121657.62, -65017.84, -123739.86, -65056.62]","[-102357.65, -32270.78, -106928.05, -27355.64, -112089.35, -35314.48]","[-10767.45, 2114.94, -7314.33, 1039.75, -8399.77, 4602.75]","[-64706.54, -45589.12, -65992.7, -43017.99, -69428.38, -47176.33]","[-28452.96, -39045.99, -27503.76, -37024.16, -30433.64, -38557.39]",5.082212e-05,45.4,38.6,40.11,15.6,266
2025-01-06T17,"[1206.06, -738.57, -1225.49, -697.76, 19.43, 1436.33]","[336839.78, 180358.88, 335321.7, 173680.53, 352681.3, 183505.78]","[-127771.8, -67667.77, -123069.88, -66112.69, -130797.78, -65715.79]","[-104812.08, -30743.6, -108057.29, -33924.64]","[-12409.22, 3455.47, -10863.44, 2285.52, -11029.2, 4266.82]","[-63660.61, -48291.29, -66146.66, -43166.75]","[-28998.8, -35743.82, -29777.47, -35196.12, -30701.79, -37520.41]",3.555333e-05,43.4,36.1,41.02,15.6,28
2025-01-06T18,"[1204.96, -736.42, -1224.48, -699.87, 19.52, 1436.28]","[344497.72, 185393.45, 346807.78, 176000.78, 365902.16, 189994.48]","[-123047.83, -64571.38, -120945.59, -65747.72, -125207.77, -65931.99]","[-105404.05, -34301.69, -108780.81, -29106.67, -115393.02, -36021.64]","[-11271.69, 2575.45, -8335.62, 1381.83, -9113.68, 4601.65]","[-72998.03, -48671.02, -76537.97, -44391.32, -81077.14, -51446.85]","[-31042.84, -39585.04, -31478.03, -37301.15, -34294.43, -40261.01]",2.845254e-05,41.9,35.2,45.13,12.2,0
2025-01-06T19,"[1204.55, -742.01, -1227.67, -694.37, 23.12, 1436.37]","[345973.5, 186053.88, 339384.5, 181595.7, 357333.28, 186184.28]","[-122896.47, -64719.56, -121419.99, -65005.95, -125742.28, -66442.34]","[-106523.3, -31854.07, -108070.94, -31332.69, -111258.9, -34588.09]","[-12156.49, 2079.63, -7464.58, 305.74, -8606.29, 5294.03]","[-67723.78, -48746.54, -67158.05, -43284.21, -74293.02, -47446.59]","[-35935.95, -41968.75, -34568.85, -41474.56, -36677.27, -42136.06]",3.272173e-05,40.6,33.8,48.33,11.5,0
2025-01-06T20,"[1205.28, -741.8, -1220.51, -692.18, 15.23, 1433.98]","[355544.8, 182565.4, 353579.1, 178405.23]","[-130493.61, -63765.09, -128516.75, -64989.62, -132067.77, -66881.05]","[-108716.45, -33636.16, -107725.3, -33164.08, -111961.64, -35347.76]","[-11445.75, 3480.44, -9037.76, 1997.3, -9356.29, 4797.01]","[-69960.62, -46135.29, -74185.2, -40855.75, -78565.05, -49839.39]","[-34187.46, -41660.79, -33373.79, -40545.27, -35335.84, -42357.86]",3.436735e-05,40.6,33.9,45.86,11.2,0
2025-01-06T21,"[1201.88, -741.23, -1222.3, -691.58, 20.43, 1432.81]","[344439.88, 182203.27, 338120.9, 177142.77, 356093.53, 183769.52]","[-121161.96, -61572.98, -119051.63, -62401.83, -123045.67, -63477.95]","[-109801.91, -33016.35, -109649.48, -34419.71, -112057.69, -35806.29]","[-11521.53, 3386.83, -9251.82, 2086.48, -9646.66, 4727.36]","[-66282.07, -48896.77, -63685.21, -41917.3, -72975.04, -45359.43]","[-34935.14, -41259.66, -35778.05, -39683.34, -37603.22, -42976.86]",3.5995939999999995e-05,39.7,32.1,46.57,12.9,0
2025-01-06T22,"[1198.71, -734.52, -1221.59, -695.73, 22.88, 1430.26]","[351526.22, 162271.89, 351666.1, 158485.62, 367319.84, 166181.08]","[-129370.66, -45980.79, -127880.12, -47798.25, -131573.39, -47245.96]","[-108315.12, -33592.64, -108443.81, -35284.64, -110710.58, -35758.22]","[-11544.76, 3539.99, -9542.12, 2096.24, -9649.79, 4671.98]","[-67578.34, -48165.65, -70329.77, -38574.43, -79777.02, -47291.29]","[-33990.3, -37240.18, -34751.42, -38101.3, -34826.5, -39661.39]",4.006145e-05,38.6,31.9,45.26,9.9,0
2025-01-06T23,"[1195.36, -734.65, -1220.82, -691.82, 25.46, 1426.47]","[345301.4, 161076.28, 344225.75, 151589.02, 364774.25, 160620.48]","[-128118.88, -43178.68, -124676.14, -42919.3, -130913.56, -41468.52]","[-109546.54, -36697.65, -111719.13, -32085.66, -118404.55, -37412.84]","[-11273.63, 3409.89, -9136.01, 1888.49, -9215.33, 4613.3]","[-63527.82, -45805.48, -65799.38, -40758.59, -71269.16, -46698.92]","[-32128.74, -37996.07, -32202.69, -36921.02, -34201.83, -38771.88]",3.946698e-05,37.8,32.0,44.49,7.9,0
2025-01-07T2,"[1197.68, -743.1, -1225.82, -688.42, 28.14, 1431.53]","[345386.25, 182686.56, 336731.1, 178989.84, 355280.75, 181028.92]","[-126102.33, -62883.93, -122009.59, -64515.08, -126634.51, -62866.55]","[-104351.29, -31218.31, -106749.66, -32398.45, -108021.77, -35458.73]","[-13379.41, 688.76, -6632.93, -927.25, -8944.52, 5744.48]","[-66697.25, -48392.3, -67522.3, -42484.79, -74402.05, -48018.24]","[-34135.95, -40056.21, -33131.54, -37879.76, -36535.54, -39579.7]",5.984706e-05,35.5,27.0,44.04,12.4,0
2025-01-07T3,"[1203.86, -739.55, -1229.62, -696.87, 25.76, 1436.42]","[345549.06, 184713.75, 338677.8, 182503.8, 355648.22, 183554.69]","[-126053.48, -65714.59, -121862.04, -66182.05, -127752.11, -64419.4]","[-105306.64, -30233.01, -106967.05, -33556.08, -106816.33, -34345.23]","[-13458.81, 174.45, -6640.58, -941.81, -9409.64, 5580.33]","[-66554.18, -47879.3, -69907.63, -42518.33, -75244.65, -49597.88]","[-33460.66, -40242.1, -32606.81, -38511.05, -35687.49, -39927.34]",5.996816e-05,34.8,26.3,45.24,12.0,0
2025-01-07T4,"[1206.62, -741.04, -1229.73, -695.89, 23.11, 1436.93]","[340149.12, 182117.66, 335111.28, 175486.19, 353652.8, 181431.11]","[-126436.31, -65173.9, -122926.3, -67153.48, -126724.88, -65691.18]","[-104416.47, -33866.11, -107382.58, -30193.57, -112395.83, -36035.46]","[-13461.7, 560.67, -6403.07, -1194.73, -8721.64, 5816.58]","[-62242.16, -46702.73, -64883.2, -40089.57, -71228.65, -47326.95]","[-32916.46, -36161.35, -32866.69, -36111.09, -33862.49, -37370.29]",6.041074e-05,34.0,27.5,47.29,7.5,0
2025-01-07T5,"[1201.34, -736.55, -1224.01, -694.75, 22.66, 1431.31]","[335609.44, 178107.5, 332548.47, 172316.39, 349864.9, 179070.05]","[-125252.8, -64941.77, -122496.26, -65169.14, -127650.57, -65067.96]","[-102943.24, -31234.98, -106699.59, -31315.56, -108153.62, -35811.02]","[-13379.15, 453.69, -6326.02, -1148.14, -8780.33, 5796.82]","[-64391.03, -45391.69, -67593.84, -40388.46, -72462.02, -47244.39]","[-28984.99, -36238.98, -28790.22, -33559.25, -32118.71, -35942.27]",5.763604999999999e-05,32.9,25.7,51.49,8.5,0
2025-01-07T6,"[1205.5, -740.97, -1225.73, -696.04]","[336429.78, 179781.88, 344118.8, 180730.5]","[-123169.72, -64879.38, -120297.1, -67732.11, -123113.27, -66960.43]","[-103254.95, -31984.9, -104955.07, -31631.01, -107897.93, -35116.81]","[-13490.94, 485.38, -6355.24, -1179.44, -8828.41, 5829.69]","[-65311.58, -45508.04, -66945.56, -41582.61, -71621.13, -46964.16]","[-30531.97, -37126.88, -29210.06, -35668.67, -31971.17, -36732.13]",4.992534e-05,32.9,25.3,51.77,9.2,0
2025-01-07T7,"[1195.81, -728.94, -1215.09, -694.21, 19.29, 1423.14]","[334364.2, 169070.84, 351775.66, 178897.61]","[-123299.35, -62484.01, -122133.53, -64928.91, -124618.18, -64986.83]","[-101475.61, -30022.11, -106208.42, -26388.54, -110458.29, -33408.9]","[-13308.45, 487.87, -6318.9, -1068.8, -8781.21, 5808.85]","[-67269.2, -44610.66, -70866.68, -40142.62, -75232.23, -47016.07]","[-28399.07, -38943.55, -28180.9, -35790.98, -31953.22, -38455.71]",4.273897e-05,32.9,25.2,54.71,9.4,0
2025-01-07T8,"[-1226.27, -691.43, 23.6, 1433.43]","[333985.06, 176706.58, 330167.3, 174517.22, 343821.56, 180302.45]","[-121742.17, -63015.24, -119254.77, -65369.3]","[-102121.82, -28786.5, -104095.3, -30920.34, -104445.89, -33243.36]","[-11546.19, 1351.37, -6275.62, -122.47, -7929.22, 5192.67]","[-68006.77, -47645.77, -70626.29, -43230.6, -75161.85, -49692.91]","[-29900.62, -37846.05, -29261.38, -34125.63, -33579.01, -36815.18]",4.798398e-05,33.6,27.5,54.95,6.8,21
2025-01-07T9,"[1198.42, -735.13, -1219.65, -692.19, 21.22, 1427.32]","[330244.2, 175072.28, 329168.22, 167582.45, 346548.38, 177590.75]","[-122083.76, -62763.04, -120926.74, -65425.83, -122961.34, -65763.05]","[-102774.16, -32125.33, -105947.84, -27158.68, -112053.44, -33855.35]","[-11510.96, 1299.71, -6130.98, -99.76, -7898.77, 5294.36]","[-66512.47, -45627.47, -68728.23, -41292.27, -73475.71, -47133.54]","[-26713.54, -35112.54, -26805.97, -32886.21, -29455.3, -35327.15]",4.559324e-05,37.1,30.6,50.09,8.9,33
2025-01-07T10,"[1203.92, -742.24, -1223.74, -691.49, 19.83, 1433.73]","[331302.6, 175941.9, 324144.84, 174284.72, 338485.28, 178385.56]","[-124285.27, -65573.45, -121143.09, -66936.09, -125001.73, -67093.44]","[-101221.17, -28371.03, -103853.87, -30261.17, -104059.16, -33723.14]","[-11685.5, 1155.42, -5909.41, -403.58, -7754.38, 5356.89]","[-66057.48, -45182.62, -66499.88, -42341.3, -70554.41, -46364.59]","[-27420.08, -37245.19, -26125.24, -33640.14, -30465.81, -35817.12]",4.59213e-05,38.9,31.1,48.76,13.2,441
2025-01-07T11,"[1202.57, -738.01, -1222.89, -692.54, 20.32, 1430.55]","[332791.3, 178768.95, 328835.56, 170451.39, 347544.06, 179092.16]","[-127811.97, -66792.63, -122499.06, -68260.91, -127444.88, -65921.27]","[-102299.62, -31705.86, -105508.02, -27308.9, -110868.24, -33976.29]","[-11506.99, 1582.88, -6623.05, 211.05, -8170.35, 5140.57]","[-63845.46, -45649.58, -67196.23, -40622.8, -71709.88, -47900.07]","[-26697.43, -35482.44, -26392.41, -33763.45, -28662.91, -35647.44]",4.616822e-05,41.6,36.3,44.76,8.6,467
2025-01-07T12,"[1201.08, -736.49, -1221.76, -692.37, 20.68, 1428.86]","[328426.78, 174977.77]","[-122977.29, -64560.19, -120290.83, -65555.88, -124300.28, -65490.34]","[-103093.59, -29754.33, -104556.91, -31294.21, -105629.16, -33365.65]","[-11553.73, 1276.43, -7077.38, 510.93, -8956.48, 4788.52]","[-63081.36, -44704.98, -65235.72, -40980.39, -69224.63, -46464.3]","[-27092.57, -36515.18, -26598.51, -33376.32, -30256.37, -35787.77]",4.88495e-05,43.9,43.9,42.51,0.0,634
2025-01-07T13,"[1199.22, -731.78, -1218.16, -692.47, 18.95, 1424.25]","[332842.38, 174728.25, 329290.84, 169734.81, 344802.56, 175904.33]","[-123870.83, -62558.88, -120909.98, -65922.07, -122912.34, -64168.64]","[-103074.65, -32251.11, -106439.95, -28456.46, -111132.86, -34684.14]","[-11444.19, 1599.76, -6601.58, 172.47, -8059.7, 5111.42]","[-66303.49, -45834.81, -66808.91, -41450.56, -72226.81, -45705.9]","[-27495.27, -34934.29, -27897.64, -33353.53, -29773.67, -35658.63]",4.39967e-05,46.5,43.1,37.79,6.9,496
2025-01-07T14,"[1201.22, -734.23, -1223.27, -694.92, 22.05, 1429.15]","[338694.2, 175408.77, 337621.97, 173855.19, 349941.75, 179593.56]","[-125510.94, -65353.46, -122014.74, -67636.77, -125579.43, -65676.18]","[-102218.67, -30397.68, -102865.34, -31424.08, -104819.32, -32565.17]","[-13132.97, 1027.71, -7065.99, -559.22, -9030.32, 5538.58]","[-70346.7, -44273.98, -79154.99, -40949.7, -79935.33, -51739.7]","[-26816.87, -35646.26, -25846.01, -32512.52, -29858.75, -34328.14]",4.31994e-05,48.0,42.6,35.92,12.8,546
2025-01-07T15,"[1202.24, -732.21, -1222.71, -696.21, 20.47, 1428.41]","[339366.5, 180018.2, 336007.25, 175766.28, 351526.28, 180625.27]","[-125138.53, -63366.35, -121418.62, -65024.88, -125524.99, -62989.28]","[-101732.88, -32662.83, -105923.27, -27358.21, -111588.63, -34654.48]","[-13332.23, 797.03, -6833.8, -789.08, -9002.85, 5681.56]","[-68194.3, -43964.23, -71985.71, -45042.14, -71233.25, -49214.94]","[-30279.84, -40033.08, -33447.57, -38613.29]",5.160101e-05,49.3,44.3,34.74,12.5,418
